"i2023110600175","Pemerintah Kab. Wonosobo","gi2023110400012"
"i2023110600176","Pemerintah Kab. Purworejo","gi2023110400012"
"i2023110600177","Pemerintah Kab. Kebumen","gi2023110400012"
"i2023110600178","Pemerintah Kab. Sragen","gi2023110400012"
"i2023110600179","Pemerintah Kab. Sukoharjo","gi2023110400012"
"i2023110600180","Pemerintah Kab. Karanganyar","gi2023110400012"
"i2023110600181","Pemerintah Kab. Wonogiri","gi2023110400012"
"i2023110600182","Pemerintah Kab. Gresik","gi2023110400013"
"i2023110600183","Pemerintah Kab. Mojokerto","gi2023110400013"
"i2023110600184","Pemerintah Kab. Sidoarjo","gi2023110400013"
"i2023110600185","Pemerintah Kab. Jombang","gi2023110400013"
"i2023110600186","Pemerintah Kab. Sampang","gi2023110400013"
"i2023110600187","Pemerintah Kab. Pamekasan","gi2023110400013"
"i2023110600188","Pemerintah Kab. Sumenep","gi2023110400013"
"i2023110600189","Pemerintah Kab. Bangkalan","gi2023110400013"
"i2023110600190","Pemerintah Kab. Bondowoso","gi2023110400013"
"i2023110600191","Pemerintah Kab. Situbondo","gi2023110400013"
"i2023110600192","Pemerintah Kab. Jember","gi2023110400013"
"i2023110600193","Pemerintah Kab. Malang","gi2023110400013"
"i2023110600194","Pemerintah Kab. Pasuruan","gi2023110400013"
"i2023110600195","Pemerintah Kab. Probolinggo","gi2023110400013"
"i2023110600196","Pemerintah Kab. Lumajang","gi2023110400013"
"i2023110600197","Pemerintah Kab. Kediri","gi2023110400013"
"i2023110600198","Pemerintah Kab. Tulungagung","gi2023110400013"
"i2023110600199","Pemerintah Kab. Nganjuk","gi2023110400013"
"i2023110600200","Pemerintah Kab. Trenggalek","gi2023110400013"
"i2023110600201","Pemerintah Kab. Blitar","gi2023110400013"
"i2023110600202","Pemerintah Kab. Magetan","gi2023110400013"
"i2023110600203","Pemerintah Kab. Ponorogo","gi2023110400013"
"i2023110600204","Pemerintah Kab. Pacitan","gi2023110400013"
"i2023110600205","Pemerintah Kab. Bojonegoro","gi2023110400013"
"i2023110600206","Pemerintah Kab. Tuban","gi2023110400013"
"i2023110600207","Pemerintah Kab. Lamongan","gi2023110400013"
"i2023110600208","Pemerintah Kab. Sambas","gi2023110400014"
"i2023110600209","Pemerintah Kab. Sanggau","gi2023110400014"
"i2023110600210","Pemerintah Kab. Sintang","gi2023110400014"
"i2023110600211","Pemerintah Kab. Mempawah","gi2023110400014"
"i2023110600212","Pemerintah Kab. Kapuas Hulu","gi2023110400014"
"i2023110600213","Pemerintah Kab. Ketapang","gi2023110400014"
"i2023110600214","Pemerintah Kab. Bengkayang","gi2023110400014"
"i2023110600215","Pemerintah Kab. Landak","gi2023110400014"
"i2023110600216","Pemerintah Kab. Melawi","gi2023110400014"
"i2023110600217","Pemerintah Kab. Sekadau","gi2023110400014"
"i2023110600218","Pemerintah Kab. Kubu Raya","gi2023110400014"
"i2023110600219","Pemerintah Kab. Kayong Utara","gi2023110400014"
"i2023110600220","Pemerintah Kab. Banjar","gi2023110400015"
"i2023110600221","Pemerintah Kab. Tanah Laut","gi2023110400015"
"i2023110600222","Pemerintah Kab. Tapin","gi2023110400015"
"i2023110600223","Pemerintah Kab. Hulu Sungai Selatan","gi2023110400015"
"i2023110600224","Pemerintah Kab. Hulu Sungai Tengah","gi2023110400015"
"i2023110600225","Pemerintah Kab. Barito Kuala","gi2023110400015"
"i2023110600226","Pemerintah Kab. Tabalong","gi2023110400015"
"i2023110600227","Pemerintah Kab. Kotabaru","gi2023110400015"
"i2023110600228","Pemerintah Kab. Hulu Sungai Utara","gi2023110400015"
"i2023110600229","Pemerintah Kab. Tanah Bumbu","gi2023110400015"
"i2023110600230","Pemerintah Kab. Balangan","gi2023110400015"
"i2023110600231","Pemerintah Kab. Kapuas","gi2023110400016"
"i2023110600232","Pemerintah Kab. Barito Utara","gi2023110400016"
"i2023110600233","Pemerintah Kab. Barito Selatan","gi2023110400016"
"i2023110600234","Pemerintah Kab. Kotawaringin Timur","gi2023110400016"
"i2023110600235","Pemerintah Kab. Kotawaringin Barat","gi2023110400016"
"i2023110600236","Pemerintah Kab. Pulang Pisau","gi2023110400016"
"i2023110600237","Pemerintah Kab. Gunung Mas","gi2023110400016"
"i2023110600238","Pemerintah Kab. Lamandau","gi2023110400016"
"i2023110600239","Pemerintah Kab. Sukamara","gi2023110400016"
"i2023110600240","Pemerintah Kab. Murung Raya","gi2023110400016"
"i2023110600241","Pemerintah Kab. Katingan","gi2023110400016"
"i2023110600242","Pemerintah Kab. Seruyan","gi2023110400016"
"i2023110600243","Pemerintah Kab. Barito Timur","gi2023110400016"
"i2023110600244","Pemerintah Kab. Kutai Kartanegara","gi2023110400017"
"i2023110600245","Pemerintah Kab. Paser","gi2023110400017"
"i2023110600246","Pemerintah Kab. Berau","gi2023110400017"
"i2023110600247","Pemerintah Kab. Kutai Barat","gi2023110400017"
"i2023110600248","Pemerintah Kab. Kutai Timur","gi2023110400017"
"i2023110600249","Pemerintah Kab. Penajam Paser Utara","gi2023110400017"
"i2023110600250","Pemerintah Kab. Bulungan","gi2023110400018"
"i2023110600251","Pemerintah Kab. Malinau","gi2023110400018"
"i2023110600252","Pemerintah Kab. Nunukan","gi2023110400018"
"i2023110600253","Pemerintah Kab. Tana Tidung","gi2023110400018"
"i2023110600254","Pemerintah Kab. Bangka","gi2023110400019"
"i2023110600255","Pemerintah Kab. Belitung","gi2023110400019"
"i2023110600256","Pemerintah Kab. Bangka Barat","gi2023110400019"
"i2023110600257","Pemerintah Kab. Bangka Tengah","gi2023110400019"
"i2023110600258","Pemerintah Kab. Bangka Selatan","gi2023110400019"
"i2023110600259","Pemerintah Kab. Belitung Timur","gi2023110400019"
"i2023110600260","Pemerintah Kab. Lampung Selatan","gi2023110400020"
"i2023110600261","Pemerintah Kab. Lampung Tengah","gi2023110400020"
"i2023110600262","Pemerintah Kab. Lampung Utara","gi2023110400020"
"i2023110600263","Pemerintah Kab. Lampung Barat","gi2023110400020"
"i2023110600264","Pemerintah Kab. Tulang Bawang","gi2023110400020"
"i2023110600265","Pemerintah Kab. Tanggamus","gi2023110400020"
"i2023110600266","Pemerintah Kab. Way Kanan","gi2023110400020"
"i2023110600267","Pemerintah Kab. Lampung Timur","gi2023110400020"
"i2023110600268","Pemerintah Kab. Pesawaran","gi2023110400020"
"i2023110600269","Pemerintah Kab. Tulang Bawang Barat","gi2023110400020"
"i2023110600270","Pemerintah Kab. Pringsewu","gi2023110400020"
"i2023110600271","Pemerintah Kab. Mesuji","gi2023110400020"
"i2023110600272","Pemerintah Kab. Pesisir Barat","gi2023110400020"
"i2023110600273","Pemerintah Kab. Maluku Tengah","gi2023110400021"
"i2023110600274","Pemerintah Kab. Maluku Tenggara","gi2023110400021"
"i2023110600275","Pemerintah Kab. Buru","gi2023110400021"
"i2023110600276","Pemerintah Kab. Kepulauan Tanimbar","gi2023110400021"
"i2023110600277","Pemerintah Kab. Seram Bagian Barat","gi2023110400021"
"i2023110600278","Pemerintah Kab. Seram Bagian Timur","gi2023110400021"
"i2023110600279","Pemerintah Kab. Buru Selatan","gi2023110400021"
"i2023110600280","Pemerintah Kab. Maluku Barat Daya","gi2023110400021"
"i2023110600281","Pemerintah Kab. Halmahera Barat","gi2023110400022"
"i2023110600282","Pemerintah Kab. Halmahera Selatan","gi2023110400022"
"i2023110600283","Pemerintah Kab. Halmahera Utara","gi2023110400022"
"i2023110600284","Pemerintah Kab. Pulau Morotai","gi2023110400022"
"i2023110600285","Pemerintah Kab. Pulau Taliabu","gi2023110400022"
"i2023110600286","Pemerintah Kab. Lombok Barat","gi2023110400023"
"i2023110600287","Pemerintah Kab. Lombok Tengah","gi2023110400023"
"i2023110600288","Pemerintah Kab. Lombok Timur","gi2023110400023"
"i2023110600289","Pemerintah Kab. Bima","gi2023110400023"
"i2023110600290","Pemerintah Kab. Sumbawa","gi2023110400023"
"i2023110600291","Pemerintah Kab. Dompu","gi2023110400023"
"i2023110600292","Pemerintah Kab. Sumbawa Barat","gi2023110400023"
"i2023110600293","Pemerintah Kab. Lombok Utara","gi2023110400023"
"i2023110600294","Pemerintah Kab. Kupang","gi2023110400024"
"i2023110600295","Pemerintah Kab. Belu","gi2023110400024"
"i2023110600296","Pemerintah Kab. Timor Tengah Utara","gi2023110400024"
"i2023110600297","Pemerintah Kab. Timor Tengah Selatan","gi2023110400024"
"i2023110600298","Pemerintah Kab. Alor","gi2023110400024"
"i2023110600299","Pemerintah Kab. Sikka","gi2023110400024"
"i2023110600300","Pemerintah Kab. Flores Timur","gi2023110400024"
"i2023110600301","Pemerintah Kab. Ngada","gi2023110400024"
"i2023110600302","Pemerintah Kab. Manggarai","gi2023110400024"
"i2023110600303","Pemerintah Kab. Sumba Timur","gi2023110400024"
"i2023110600304","Pemerintah Kab. Sumba Barat","gi2023110400024"
"i2023110600305","Pemerintah Kab. Lembata","gi2023110400024"
"i2023110600306","Pemerintah Kab. Rote Ndao","gi2023110400024"
"i2023110600307","Pemerintah Kab. Manggarai Barat","gi2023110400024"
"i2023110600308","Pemerintah Kab. Manggarai Timur","gi2023110400024"
"i2023110600309","Pemerintah Kab. Sumba Barat Daya","gi2023110400024"
"i2023110600310","Pemerintah Kab. Nagekeo","gi2023110400024"
"i2023110600311","Pemerintah Kab. Sumba Tengah","gi2023110400024"
"i2023110600312","Pemerintah Kab. Sabu Raijua","gi2023110400024"
"i2023110600313","Pemerintah Kab. Malaka","gi2023110400024"
"i2023110600314","Pemerintah Kab. Jayapura","gi2023110400025"
"i2023110600315","Pemerintah Kab. Merauke","gi2023110400025"
"i2023110600316","Pemerintah Kab. Jayawijaya","gi2023110400025"
"i2023110600317","Pemerintah Kab. Nabire","gi2023110400025"
"i2023110600318","Pemerintah Kab. Puncak Jaya","gi2023110400025"
"i2023110600319","Pemerintah Kab. Mimika","gi2023110400025"
"i2023110600320","Pemerintah Kab. Boven Digoel","gi2023110400025"
"i2023110600321","Pemerintah Kab. Mappi","gi2023110400025"
"i2023110600322","Pemerintah Kab. Yahukimo","gi2023110400025"
"i2023110600323","Pemerintah Kab. Pegunungan Bintang","gi2023110400025"
"i2023110600324","Pemerintah Kab. Keerom","gi2023110400025"
"i2023110600325","Pemerintah Kab. Supiori","gi2023110400025"
"i2023110600326","Pemerintah Kab. Mamberamo Tengah","gi2023110400025"
"i2023110600327","Pemerintah Kab. Lanny Jaya","gi2023110400025"
"i2023110600328","Pemerintah Kab. Intan Jaya","gi2023110400025"
"i2023110600329","Pemerintah Kab. Sorong","gi2023110400026"
"i2023110600330","Pemerintah Kab. Manokwari","gi2023110400026"
"i2023110600331","Pemerintah Kab. Fak-Fak","gi2023110400026"
"i2023110600332","Pemerintah Kab. Kaimana","gi2023110400026"
"i2023110600333","Pemerintah Kab. Manokwari Selatan","gi2023110400026"
"i2023110600334","Pemerintah Kab. Kampar","gi2023110400027"
"i2023110600335","Pemerintah Kab. Bengkalis","gi2023110400027"
"i2023110600336","Pemerintah Kab. Indragiri Hulu","gi2023110400027"
"i2023110600337","Pemerintah Kab. Indragiri Hilir","gi2023110400027"
"i2023110600338","Pemerintah Kab. Rokan Hulu","gi2023110400027"
"i2023110600339","Pemerintah Kab. Rokan Hilir","gi2023110400027"
"i2023110600340","Pemerintah Kab. Siak","gi2023110400027"
"i2023110600341","Pemerintah Kab. Kepulauan Meranti","gi2023110400027"
"i2023110600342","Pemerintah Kab. Bintan","gi2023110400027"
"i2023110600343","Pemerintah Kab. Karimun","gi2023110400027"
"i2023110600344","Pemerintah Kab. Natuna","gi2023110400027"
"i2023110600345","Pemerintah Kab. Lingga","gi2023110400027"
"i2023110600346","Pemerintah Kab. Kepulauan Anambas","gi2023110400027"
"i2023110600347","Pemerintah Kab. Pasangkayu","gi2023110400028"
"i2023110600348","Pemerintah Kab. Mamuju","gi2023110400028"
"i2023110600349","Pemerintah Kab. Mamasa","gi2023110400028"
"i2023110600350","Pemerintah Kab. Polewali Mandar","gi2023110400028"
"i2023110600351","Pemerintah Kab. Majene","gi2023110400028"
"i2023110600352","Pemerintah Kab. Mamuju Tengah","gi2023110400028"
"i2023110600353","Pemerintah Kab. Wajo","gi2023110400029"
"i2023110600354","Pemerintah Kab. Bone","gi2023110400029"
"i2023110600355","Pemerintah Kab. Tana Toraja","gi2023110400029"
"i2023110600356","Pemerintah Kab. Maros","gi2023110400029"
"i2023110600357","Pemerintah Kab. Luwu","gi2023110400029"
"i2023110600358","Pemerintah Kab. Sinjai","gi2023110400029"
"i2023110600359","Pemerintah Kab. Bulukumba","gi2023110400029"
"i2023110600360","Pemerintah Kab. Bantaeng","gi2023110400029"
"i2023110600361","Pemerintah Kab. Jeneponto","gi2023110400029"
"i2023110600362","Pemerintah Kab. Kepulauan Selayar","gi2023110400029"
"i2023110600363","Pemerintah Kab. Takalar","gi2023110400029"
"i2023110600364","Pemerintah Kab. Barru","gi2023110400029"
"i2023110600365","Pemerintah Kab. Sidenreng Rappang","gi2023110400029"
"i2023110600366","Pemerintah Kab. Pangkajene dan Kepulauan","gi2023110400029"
"i2023110600367","Pemerintah Kab. Soppeng","gi2023110400029"
"i2023110600368","Pemerintah Kab. Enrekang","gi2023110400029"
"i2023110600369","Pemerintah Kab. Luwu Utara","gi2023110400029"
"i2023110600370","Pemerintah Kab. Luwu Timur","gi2023110400029"
"i2023110600371","Pemerintah Kab. Toraja Utara","gi2023110400029"
"i2023110600372","Pemerintah Kab. Poso","gi2023110400030"
"i2023110600373","Pemerintah Kab. Donggala","gi2023110400030"
"i2023110600374","Pemerintah Kab. Tolitoli","gi2023110400030"
"i2023110600375","Pemerintah Kab. Banggai","gi2023110400030"
"i2023110600376","Pemerintah Kab. Buol","gi2023110400030"
"i2023110600377","Pemerintah Kab. Morowali","gi2023110400030"
"i2023110600378","Pemerintah Kab. Banggai Kepulauan","gi2023110400030"
"i2023110600379","Pemerintah Kab. Parigi Moutong","gi2023110400030"
"i2023110600380","Pemerintah Kab. Tojo Una Una","gi2023110400030"
"i2023110600381","Pemerintah Kab. Sigi","gi2023110400030"
"i2023110600382","Pemerintah Kab. Banggai Laut","gi2023110400030"
"i2023110600383","Pemerintah Kab. Morowali Utara","gi2023110400030"
"i2023110600384","Pemerintah Kab. Konawe","gi2023110400031"
"i2023110600385","Pemerintah Kab. Buton","gi2023110400031"
"i2023110600386","Pemerintah Kab. Muna","gi2023110400031"
"i2023110600387","Pemerintah Kab. Kolaka","gi2023110400031"
"i2023110600388","Pemerintah Kab. Konawe Selatan","gi2023110400031"
"i2023110600389","Pemerintah Kab. Kolaka Utara","gi2023110400031"
"i2023110600390","Pemerintah Kab. Bombana","gi2023110400031"
"i2023110600391","Pemerintah Kab. Wakatobi","gi2023110400031"
"i2023110600392","Pemerintah Kab. Buton Utara","gi2023110400031"
"i2023110600393","Pemerintah Kab. Konawe Utara","gi2023110400031"
"i2023110600394","Pemerintah Kab. Kolaka Timur","gi2023110400031"
"i2023110600395","Pemerintah Kab. Konawe Kepulauan","gi2023110400031"
"i2023110600396","Pemerintah Kab. Buton Tengah","gi2023110400031"
"i2023110600397","Pemerintah Kab. Muna Barat","gi2023110400031"
"i2023110600398","Pemerintah Kab. Minahasa","gi2023110400032"
"i2023110600399","Pemerintah Kab. Bolaang Mongondow","gi2023110400032"
"i2023110600400","Pemerintah Kab. Kepulauan Sangihe","gi2023110400032"
"i2023110600401","Pemerintah Kab. Minahasa Selatan","gi2023110400032"
"i2023110600402","Pemerintah Kab. Kepulauan Talaud","gi2023110400032"
"i2023110600403","Pemerintah Kab. Minahasa Utara","gi2023110400032"
"i2023110600404","Pemerintah Kab. Bolaang Mongondow Utara","gi2023110400032"
"i2023110600405","Pemerintah Kab. Siau Tagulandang Biaro","gi2023110400032"
"i2023110600406","Pemerintah Kab. Minahasa Tenggara","gi2023110400032"
"i2023110600407","Pemerintah Kab. Bolaang Mongondow Selatan","gi2023110400032"
"i2023110600408","Pemerintah Kab. Bolaang Mongondow Timur","gi2023110400032"
"i2023110600409","Pemerintah Kab. Agam","gi2023110400033"
"i2023110600410","Pemerintah Kab. Pasaman","gi2023110400033"
"i2023110600411","Pemerintah Kab. Limapuluh Kota","gi2023110400033"
"i2023110600412","Pemerintah Kab. Solok","gi2023110400033"
"i2023110600413","Pemerintah Kab. Padang Pariaman","gi2023110400033"
"i2023110600414","Pemerintah Kab. Pesisir Selatan","gi2023110400033"
"i2023110600415","Pemerintah Kab. Tanah Datar","gi2023110400033"
"i2023110600416","Pemerintah Kab. Sijunjung","gi2023110400033"
"i2023110600417","Pemerintah Kab. Kep. Mentawai","gi2023110400033"
"i2023110600418","Pemerintah Kab. Solok Selatan","gi2023110400033"
"i2023110600419","Pemerintah Kab. Dharmasraya","gi2023110400033"
"i2023110600420","Pemerintah Kab. Pasaman Barat","gi2023110400033"
"i2023110600421","Pemerintah Kab. Musi Banyuasin","gi2023110400034"
"i2023110600422","Pemerintah Kab. Ogan Komering Ulu","gi2023110400034"
"i2023110600423","Pemerintah Kab. Muara Enim","gi2023110400034"
"i2023110600424","Pemerintah Kab. Lahat","gi2023110400034"
"i2023110600425","Pemerintah Kab. Musi Rawas","gi2023110400034"
"i2023110600426","Pemerintah Kab. Ogan Komering Ilir","gi2023110400034"
"i2023110600427","Pemerintah Kab. Banyuasin","gi2023110400034"
"i2023110600428","Pemerintah Kab. Ogan Komering Ulu Timur","gi2023110400034"
"i2023110600429","Pemerintah Kab. Ogan Komering Ulu Sel.","gi2023110400034"
"i2023110600430","Pemerintah Kab. Ogan Ilir","gi2023110400034"
"i2023110600431","Pemerintah Kab. Empat Lawang","gi2023110400034"
"i2023110600432","Pemerintah Kab. Musi Rawas Utara","gi2023110400034"
"i2023110600433","Pemerintah Kab. Penukal Abab Lematang Ilir","gi2023110400034"
"i2023110600434","Pemerintah Kab. Deli Serdang","gi2023110400035"
"i2023110600435","Pemerintah Kab. Karo","gi2023110400035"
"i2023110600436","Pemerintah Kab. Langkat","gi2023110400035"
"i2023110600437","Pemerintah Kab. Tapanuli Tengah","gi2023110400035"
"i2023110600438","Pemerintah Kab. Simalungun","gi2023110400035"
"i2023110600439","Pemerintah Kab. Labuhanbatu","gi2023110400035"
"i2023110600440","Pemerintah Kab. Dairi","gi2023110400035"
"i2023110600441","Pemerintah Kab. Tapanuli Utara","gi2023110400035"
"i2023110600442","Pemerintah Kab. Tapanuli Selatan","gi2023110400035"
"i2023110600443","Pemerintah Kab. Asahan","gi2023110400035"
"i2023110600444","Pemerintah Kab. Nias","gi2023110400035"
"i2023110600445","Pemerintah Kab. Toba","gi2023110400035"
"i2023110600446","Pemerintah Kab. Mandailing Natal","gi2023110400035"
"i2023110600447","Pemerintah Kab. Nias Selatan","gi2023110400035"
"i2023110600448","Pemerintah Kab. Humbang Hasundutan","gi2023110400035"
"i2023110600449","Pemerintah Kab. Pakpak Bharat","gi2023110400035"
"i2023110600450","Pemerintah Kab. Samosir","gi2023110400035"
"i2023110600451","Pemerintah Kab. Serdang Bedagai","gi2023110400035"
"i2023110600452","Pemerintah Kab. Padang Lawas","gi2023110400035"
"i2023110600453","Pemerintah Kab. Padang Lawas Utara","gi2023110400035"
"i2023110600454","Pemerintah Kab. Batubara","gi2023110400035"
"i2023110600455","Pemerintah Kab. Nias Barat","gi2023110400035"
"i2023110600456","Pemerintah Kab. Nias Utara","gi2023110400035"
"i2023110600457","Pemerintah Kab. Sleman","gi2023110400036"
"i2023110600458","Pemerintah Kab. Gunungkidul","gi2023110400036"
"i2023110600459","Pemerintah Kota Sabang","gi2023110400037"
"i2023110600460","Pemerintah Kota Banda Aceh","gi2023110400037"
"i2023110600461","Pemerintah Kota Langsa","gi2023110400037"
"i2023110600462","Pemerintah Kota Subulussalam","gi2023110400037"
"i2023110600463","Pemerintah Kota Denpasar","gi2023110400038"
"i2023110600464","Pemerintah Kota Tangerang","gi2023110400039"
"i2023110600465","Pemerintah Kota Cilegon","gi2023110400039"
"i2023110600466","Pemerintah Kota Serang","gi2023110400039"
"i2023110600467","Pemerintah Kota Tangerang Selatan","gi2023110400039"
"i2023110600468","Pemerintah Kota Bengkulu","gi2023110400040"
"i2023110600469","Pemerintah Kota Gorontalo","gi2023110400041"
"i2023110600470","Pemerintah Kota Jambi","gi2023110400042"
"i2023110600471","Pemerintah Kota Sungai Penuh","gi2023110400042"
"i2023110600472","Pemerintah Kota Bandung","gi2023110400043"
"i2023110600473","Pemerintah Kota Bogor","gi2023110400043"
"i2023110600474","Pemerintah Kota Cirebon","gi2023110400043"
"i2023110600475","Pemerintah Kota Bekasi","gi2023110400043"
"i2023110600476","Pemerintah Kota Depok","gi2023110400043"
"i2023110600477","Pemerintah Kota Cimahi","gi2023110400043"
"i2023110600478","Pemerintah Kota Tasikmalaya","gi2023110400043"
"i2023110600479","Pemerintah Kota Banjar","gi2023110400043"
"i2023110600480","Pemerintah Kota Semarang","gi2023110400044"
"i2023110600481","Pemerintah Kota Salatiga","gi2023110400044"
"i2023110600482","Pemerintah Kota Tegal","gi2023110400044"
"i2023110600483","Pemerintah Kota Magelang","gi2023110400044"
"i2023110600484","Pemerintah Kota Surakarta","gi2023110400044"
"i2023110600485","Pemerintah Kota Surabaya","gi2023110400045"
"i2023110600486","Pemerintah Kota Mojokerto","gi2023110400045"
"i2023110600487","Pemerintah Kota Malang","gi2023110400045"
"i2023110600488","Pemerintah Kota Pasuruan","gi2023110400045"
"i2023110600489","Pemerintah Kota Probolinggo","gi2023110400045"
"i2023110600490","Pemerintah Kota Blitar","gi2023110400045"
"i2023110600491","Pemerintah Kota Kediri","gi2023110400045"
"i2023110600492","Pemerintah Kota Madiun","gi2023110400045"
"i2023110600493","Pemerintah Kota Batu","gi2023110400045"
"i2023110600494","Pemerintah Kota Pontianak","gi2023110400046"
"i2023110600495","Pemerintah Kota Banjarmasin","gi2023110400047"
"i2023110600496","Pemerintah Kota Banjarbaru","gi2023110400047"
"i2023110600497","Pemerintah Kota Palangka Raya","gi2023110400048"
"i2023110600498","Pemerintah Kota Samarinda","gi2023110400049"
"i2023110600499","Pemerintah Kota Balikpapan","gi2023110400049"
"i2023110600500","Pemerintah Kota Bontang","gi2023110400049"
"i2023110600501","Pemerintah Kota Tarakan","gi2023110400050"
